fr079,visual,na,0.333272,0.882473,0.742525,0.944649,0.329253,0.247579
fr079,visual,na,3.83848,0.875839,0.766811,0.944596,0.396309,0.26713
fr079,visual,na,9.53587,0.832884,0.709573,0.939208,0.528047,0.327608
fr079,visual,na,15.4975,0.808506,0.649267,0.938129,0.749315,0.490225
fr079,visual,na,21.0598,0.814744,0.643977,0.940594,0.816371,0.553627
fr079,visual,na,26.0882,0.807266,0.62277,0.934034,0.893843,0.625982
fr079,visual,na,31.4205,0.80932,0.623888,0.93527,0.904257,0.635118
fr079,visual,na,37.1969,0.814176,0.612169,0.931659,0.91723,0.676411
fr079,visual,na,43.1748,0.817036,0.604427,0.933544,0.922346,0.692856
fr079,visual,na,48.4031,0.819142,0.593734,0.933727,0.926,0.71131
fr079,visual,na,53.654,0.820346,0.591585,0.934961,0.921432,0.710762
fr079,visual,na,58.9847,0.821062,0.588388,0.935822,0.921981,0.714599
fr079,visual,na,65.0758,0.8225,0.58543,0.937803,0.920884,0.716792
fr079,visual,na,70.5306,0.823802,0.58666,0.939015,0.920153,0.716061
fr079,visual,na,75.9775,0.823287,0.58666,0.93825,0.920153,0.716061
fr079,visual,na,81.257,0.826933,0.590102,0.93845,0.921798,0.721359
fr079,visual,na,86.5443,0.830019,0.590017,0.937,0.923077,0.730861
fr079,visual,na,92.5335,0.836405,0.603828,0.935948,0.926183,0.735977
fr079,visual,na,97.9248,0.838822,0.603316,0.937037,0.926183,0.739996
fr079,visual,na,103.144,0.808093,0.53187,0.938892,0.924539,0.738535
fr079,visual,na,108.801,0.809316,0.5347,0.938443,0.924904,0.739083
fr079,visual,na,114.073,0.81051,0.535865,0.939371,0.92399,0.738352
fr079,visual,na,119.137,0.809316,0.533509,0.938302,0.925087,0.740362
fr079,visual,na,124.216,0.809284,0.5327,0.938765,0.924539,0.739996
fr079,visual,na,129.338,0.809147,0.532454,0.938549,0.924721,0.740362
fr079,visual,na,134.619,0.810205,0.533475,0.938609,0.924539,0.741093
fr079,visual,na,140.475,0.843137,0.605392,0.938235,0.926,0.745478
fr079,visual,na,145.435,0.842852,0.605296,0.937316,0.925818,0.746209
fr079,visual,na,150.84,0.843065,0.603948,0.938021,0.924721,0.745843
fr079,visual,na,155.954,0.844803,0.605966,0.93883,0.924904,0.746757
fr079,visual,na,161.393,0.859375,0.609159,0.956607,0.926914,0.749498
fr079,visual,na,0.246164,0.879318,0.767857,0.94824,0.390462,0.264754
fr079,visual,na,5.87767,0.834741,0.709593,0.940914,0.525123,0.327791
fr079,visual,na,11.851,0.809317,0.647743,0.938829,0.744199,0.489859
fr079,visual,na,17.3761,0.816762,0.645519,0.945594,0.813265,0.547415
fr079,visual,na,22.4364,0.781639,0.577423,0.943058,0.906633,0.62251
fr079,visual,na,27.7813,0.817993,0.634167,0.940685,0.903161,0.63457
fr079,visual,na,33.5408,0.820931,0.619318,0.935797,0.916316,0.677325
fr079,visual,na,39.5831,0.824306,0.613837,0.937302,0.922163,0.693587
fr079,visual,na,44.7433,0.828728,0.604447,0.940149,0.924904,0.71131
fr079,visual,na,50.0227,0.805162,0.541726,0.94652,0.921615,0.714051
fr079,visual,na,55.3622,0.831211,0.58973,0.947489,0.920336,0.716792
fr079,visual,na,61.4011,0.832128,0.587107,0.949122,0.919605,0.718253
fr079,visual,na,66.934,0.833276,0.588361,0.949911,0.919971,0.718619
fr079,visual,na,72.179,0.833563,0.588361,0.950394,0.919605,0.718253
fr079,visual,na,77.4525,0.836442,0.591082,0.950645,0.920519,0.721908
fr079,visual,na,82.8957,0.841813,0.597603,0.94859,0.923442,0.73214
fr079,visual,na,88.8738,0.841141,0.595757,0.947043,0.928193,0.738352
fr079,visual,na,94.2525,0.844753,0.596255,0.949458,0.927279,0.741093
fr079,visual,na,99.5504,0.841502,0.595942,0.946637,0.92399,0.736159
fr079,visual,na,105.183,0.845579,0.596822,0.949729,0.926731,0.741458
fr079,visual,na,110.452,0.817046,0.541667,0.946637,0.923808,0.736159
fr079,visual,na,115.469,0.816818,0.540612,0.946508,0.925087,0.737804
fr079,visual,na,120.606,0.816512,0.539842,0.946287,0.925087,0.738169
fr079,visual,na,125.715,0.816375,0.539112,0.946093,0.925269,0.7389
fr079,visual,na,130.956,0.817584,0.539565,0.947069,0.924356,0.738717
