/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,0,1,1,1,0.334641,0.298357
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,1,1,1,1,0.339299,0.303261
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,2,1,1,1,0.352292,0.319931
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,3,1,1,1,0.363569,0.33268
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,4,1,1,1,0.371169,0.343467
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,5,1,1,1,0.381711,0.357441
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,6,1,1,1,0.390047,0.367737
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,7,1,1,1,0.398872,0.374356
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,8,1,1,1,0.420936,0.38833
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,9,1,1,1,0.444472,0.406962
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,10,1,1,1,0.464084,0.427801
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,11,1,1,1,0.477323,0.441039
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,12,1,1,1,0.504781,0.466536
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,13,1,1,1,0.510419,0.476587
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,14,1,1,1,0.511155,0.477568
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,15,1,1,1,0.51238,0.478794
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,16,1,1,1,0.512871,0.479284
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,17,1,1,1,0.525374,0.49669
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,18,1,1,1,0.525374,0.49669
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,19,1,1,1,0.525374,0.49669
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,20,1,1,1,0.52709,0.498652
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,21,1,1,1,0.55798,0.530767
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,22,1,1,1,0.569502,0.541799
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,23,1,1,1,0.576857,0.55038
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,24,1,1,1,0.587399,0.563128
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,25,1,1,1,0.591321,0.567541
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,26,1,1,1,0.594018,0.570973
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,27,1,1,1,0.61265,0.589605
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,28,1,1,1,0.61265,0.590096
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,29,1,1,1,0.61265,0.590096
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,30,1,1,1,0.612895,0.590341
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,31,1,1,1,0.612895,0.592547
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,32,1,1,1,0.613876,0.593773
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,33,1,1,1,0.617063,0.596715
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,34,1,1,1,0.617799,0.59745
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,35,1,1,1,0.639372,0.622211
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,36,1,1,1,0.639372,0.622211
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,37,1,1,1,0.656043,0.641334
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,38,1,1,1,0.656043,0.641334
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,39,1,1,1,0.656043,0.641334
/home/andy/git/coordination/gmapping.jpg,naive,marketFrontiers,40,1,1,1,0.656043,0.641334
